S#,Date,Time,Location,City,Province,Al-Qaeda,Taliban,Civilians Min,Civilians Max,Foreigners Min,Foreigners Max,Total Died Min,Total Died Mix,Injured Min,Injured Max,Women/Children  ,Special Mention (Site),Comments,References,Longitude,Latitude,Temperature(C),Temperature(F)
322,"Thursday, October 11, 2012",16:40,Bulandkhel Area- Orakzai,North Waziristan,FATA,0,0,17,18,0,0,17,18,15,20,N,4 missiles were fired on a compound,Compound was owned by Mulana Shakirullah- The commander of Taliban's Hafiz Gul Bahadur Group,http://www.dailytimes.com.pk/default.asp?page=2012\10\12\story_12-10-2012_pg1_4  http://dawn.com/2012/10/12/18-militants-killed-in-orakzai-drone-attack/  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101642358&Issue=NP_LHE&Date=20121012  http://tribune.com.pk/story/450500/spreading-campaign-17-killed-as-drone-targets-orakzai/,70.1455,32.9746,15.905,60.629
323,"Wednesday, October 24, 2012",,Tappi Area- 20 km East of Miranshah,North Waziristan,FATA,0,0,3,5,0,0,3,5,0,0,Y,Two Missiles Fired on a Compound and a car,,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101653149&Issue=NP_LHE&Date=20121025  http://tribune.com.pk/story/456599/drone-strike-kills-five-in-north-waziristan/  http://www.dailytimes.com.pk/default.asp?page=2012\10\25\story_25-10-2012_pg1_4,70.1455,32.9746,11.365,52.457
324,"Thursday, November 29, 2012",12:00,Sheen Warak Area- Wana,North Waziristan,FATA,0,0,2,4,0,0,2,4,0,4,N,Drone Targeted a Vehicle,,http://tribune.com.pk/story/473116/south-waziristan-drone-strike-kills-two/  http://www.thenews.com.pk/Todays-News-13-19171-Three-killed-in-SWA-drone-attack  http://www.dailytimes.com.pk/default.asp?page=2012\11\30\story_30-11-2012_pg7_12,70.1455,32.9746,5.07,41.126
325,"Saturday, December 01, 2012",,Sheen Warsask Area,South Waziristan,FATA,0,0,0,3,0,1,0,4,0,3,N,3 Missiles were fired on a car,Drone targeted Abdur Rehman Al-Yamni- key commander of Al-Qaeda linked Taliban group,http://tribune.com.pk/story/473991/south-waziristan-drone-strike-kills-suspected-militant/  http://www.thenews.com.pk/Todays-News-13-19200-Al-Qaeda-leader-among-four-killed-in-SWA-drone-attack  http://www.dailytimes.com.pk/default.asp?page=2012\12\02\story_2-12-2012_pg1_4  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101684593&Issue=NP_LHE&Date=20121202,69.9,33.0333,5.28,41.504
326,"Thursday, December 06, 2012",7:45,Mubarak Shah Village- Mir Ali,North Waziristan,FATA,0,0,3,4,0,0,3,4,0,0,N,2 missiles were fired on a compound,,http://tribune.com.pk/story/475941/us-drone-strike-kills-4-in-north-waziristan-2/  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/national/06-Dec-2012/three-killed-in-north-waziristan-drone-strike  http://www.dailytimes.com.pk/default.asp?page=2012\12\07\story_7-12-2012_pg1_4,70.1455,32.9746,8.69,47.642
327,"Sunday, December 09, 2012",,Tabbi Village- Miranshah,North Waziristan,FATA,1,0,0,3,0,0,1,4,0,6,N,4 Missiles were fired on a house,Senior Al-Qaeda Commander Muhammad Ahmed Al-Mansoor was Among the Dead,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101691585&Issue=NP_LHE&Date=20121210  http://tribune.com.pk/story/477573/unmanned-war-us-drone-kills-another-al-qaeda-leader/  http://www.dailytimes.com.pk/default.asp?page=2012\12\10\story_10-12-2012_pg1_2  http://www.thenews.com.pk/Todays-News-13-19373-Al-Qaeda-leader-among-four-killed-in-drone-strike,70.1455,32.9746,6.555,43.799
328,"Friday, December 21, 2012",12:15,Hisukhel Area of Mir Ali,North Waziristan,FATA,0,0,3,4,0,0,3,4,0,0,N,2 Missiles were fired on a House,,http://dawn.com/2012/12/21/drone-attack-leaves-three-dead-in-north-waziristan/  http://tribune.com.pk/story/482501/us-drone-strike-kills-3-in-north-waziristan/  http://www.dailytimes.com.pk/default.asp?page=2012\12\22\story_22-12-2012_pg7_10,70.1455,32.9746,3.705,38.669
329,"Friday, December 28, 2012",,Gurbuz- 65km West of Miranshah,North Waziristan,FATA,0,0,4,7,0,0,4,7,0,2,N,Eight Missiles were fired on a compound,,http://www.dailytimes.com.pk/default.asp?page=2012\12\29\story_29-12-2012_pg1_5 http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101708755&Issue=NP_LHE&Date=20121229  ,70.1455,32.9746,-3.165,26.303
330,"Wednesday, January 02, 2013",22:00,Sara Kanda area of Birmal tehsil,South Waziristan,FATA,0,17,0,0,0,0,7,17,0,0,N,Taliban warlord Maulvi Nazir Wazir was targetted and Killed,2 Missiles were fired on a vehicle,http://tribune.com.pk/story/488854/taliban-warlord-mullah-nazir-killed-in-us-drone-strike/  http://www.dailytimes.com.pk/default.asp?page=2013\01\04\story_4-1-2013_pg1_4  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101714645&Issue=NP_LHE&Date=20130104,69.9,33.0333,0.875,33.575
331,"Sunday, January 06, 2013",,Babar Ghar Village,South Waziristan,FATA,0,17,0,0,0,0,10,17,0,7,N,Members of TTP and Punjabi Taliban Group were Killed,10 Missiles were fired on 2 compounds,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101717934&Issue=NP_LHE&Date=20130107  http://www.dailytimes.com.pk/default.asp?page=2013\01\07\story_7-1-2013_pg1_1  http://tribune.com.pk/story/489837/drone-attack-in-south-waziristan-kills-at-least-10-intelligence-sources/,69.9,33.0333,-0.76,30.632
332,"Tuesday, January 08, 2013",,Haider Khel Village- 25km East of Miranshah,North Waziristan,FATA,0,0,4,8,0,0,4,8,1,4,N,Eight Missiles were fired on a Compound,,http://www.dailytimes.com.pk/default.asp?page=2013\01\08\story_8-1-2013_pg7_8  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101718898&Issue=NP_LHE&Date=20130108  http://tribune.com.pk/story/491370/upsurge-in-attacks-us-drone-kills-12-militants-in-north-waziristan/,70.1455,32.9746,0.57,33.026
333,"Tuesday, January 08, 2013",,Haso Khel village,North Waziristan,FATA,0,0,3,4,0,0,3,4,1,4,N,Four Missiles were fired on a Compound,,http://www.dailytimes.com.pk/default.asp?page=2013\01\08\story_8-1-2013_pg7_8  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101718898&Issue=NP_LHE&Date=20130108  http://tribune.com.pk/story/491370/upsurge-in-attacks-us-drone-kills-12-militants-in-north-waziristan/,70.1455,32.9746,0.57,33.026
334,"Thursday, January 10, 2013",,Heso Khel village- 35km East of Miranshah,North Waziristan,FATA,0,0,4,6,0,0,4,6,0,0,N,Four Missiles were fired on a House and Two Missiles were fired on a Motorbike,,http://www.dailytimes.com.pk/default.asp?page=2013\01\11\story_11-1-2013_pg7_2  http://tribune.com.pk/story/492410/drone-attack-strike-kills-four-militants-in-north-waziristan/  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101721792&Issue=NP_LHE&Date=20130111,70.1455,32.9746,4.315,39.767
335,"Wednesday, February 06, 2013",,Ghulam Khan Tehsil,North Waziristan,FATA,0,0,3,5,0,0,3,5,0,0,N,"Four Missiles were fired- witnesses say ""the bodies could not be identified""",,http://epaper.dawn.com/DetailNews.php?StoryText=07_02_2013_003_010  http://www.dailytimes.com.pk/default.asp?page=2013\02\07\story_7-2-2013_pg1_8,70.1455,32.9746,2.08,35.744
336,"Friday, February 08, 2013",,Bobar Gar area- 50km south of Miranshah,North Waziristan,FATA,2,9,0,0,2,2,7,9,2,6,N,Two missiles were fired on a compound owned by local TTP commander Ali Mehsud,According to Intelligence sources- drones killed Abu Majid Al-Iraqi and Shiekh Waqas Al-Yamoni,http://www.thenews.com.pk/Todays-News-2-162986-Only-two-drone-strikes-that-killed-nine-recorded-in-February  http://www.dailytimes.com.pk/default.asp?page=2013\02\09\story_9-2-2013_pg7_3,70.1455,32.9746,4.005,39.209
337,"Thursday, March 21, 2013",23:30,Datta Khel tehsil- 35 kilometres west of Miransha,North Waziristan,FATA,0,0,1,4,0,0,1,4,0,0,N,Four drones came to the area around midnight and fired two missiles targeting a militant vehicle,Missiles left bodies charred and beyond recognition,,70.1455,32.9746,12.25,54.05
338,"Sunday, April 14, 2013",18:30,Datta Khel Tehsil- 50 Kilometres west of Miranshah,North Waziristan,FATA,0,0,4,4,0,0,4,4,0,0,N,Drones fired two missiles on two room house,As missiles mutilated the bodies- witnesses could not ascertain the identity of slain men,http://www.thenews.com.pk/Todays-News-13-22268-Four-killed-in-NWA-drone-attack http://www.cbsnews.com/8301-202_162-57579525/pakistani-officials-suspected-u.s-drone-strike-kills-4/,70.1455,32.9746,15.895,60.611
339,"Wednesday, April 17, 2013",,Baber Ghar Area of South Waziristan,South Waziristan,FATA,0,5,0,0,0,0,5,5,2,7,N,Two missiles were fired by Drone on a Taliban Training Camp,Drone apparently targets Taliban training camp in Baber Ghar area of South Waziristan,http://www.aljazeera.com/news/asia/2013/04/201341751036678818.html  http://tribune.com.pk/story/536648/us-drone-destroys-taliban-base-in-pakistan-five-killed/ http://www.geo.tv/GeoDetail.aspx?ID=97119,69.9,33.0333,16.305,61.349
340,"Wednesday, May 29, 2013",,Chashma village- 3km east of Miranshah,North Waziristan,FATA,0,7,0,0,0,0,7,7,4,4,N,Two missiles that struck a mud-built house at Chashma,Reportedly drone strike killed the number two of the Pakistan Taliban- Waliur Rehman- in the North Waziristan region,http://tribune.com.pk/story/556015/us-drone-strike-kills-pakistan-taliban-number-two-officials/ http://www.aljazeera.com/news/asia/2013/05/201352955158237275.html,70.1455,32.9746,20.885,69.593
341,"Tuesday, July 02, 2013",2:30, Sarai Darpa Khel area,North Waziristan,FATA,0,17,0,0,0,0,16,17,0,0,N,Four Missiles were fired on a Compound,,http://tribune.com.pk/story/572273/un-drone-strike-death-toll-rises-to-17-as-pakistan-lodges-protest/- http://www.globalpost.com/dispatch/news/regions/asia-pacific/pakistan/130703/us-drone-strike-kills-at-least-16-northwestern-pa http://www.guardian.co.uk/world/2013/jul/03/killed-pakistan-cia-drone-strike http://www.guardian.co.uk/world/2013/jul/03/killed-pakistan-cia-drone-strike,70.1455,32.9746,22.025,71.645
342,"Saturday, July 13, 2013",23:30,Mir Ali Tehsil,North Waziristan,FATA,0,0,0,0,2,2,2,2,0,0,N,,Two missiles fire on a motor bike,,70.1455,32.9746,25.04,77.072
343,"Friday, September 06, 2013",6:45,Ghulam Khan Area,North Waziristan,FATA,3,3,0,0,3,3,6,7,4,4,N,Drones fired two missiles on a compound in the village of Dargah Mand,The deceased include Mullah Sangeen Zadran- the Haqqani Network commander- Jordanians Muhammad Abu Bilal Al-Khurrasani and Abu Dogana Al-Khairrasani- both allegedly al Qaeda members- Zubair- an Egyptian also an alleged al Qaeda member- and locals Arshad Dawar and Ajmal Dawar.,http://tribune.com.pk/story/600717/pakistan-condemns-drone-strike-in-north-waziristan/- http://www.longwarjournal.org/threat-matrix/archives/2013/09/3_al_qaeda_operatives_reported.php- http://america.aljazeera.com/articles/2013/9/6/us-drone-strike-killssixinpakistan.html- http://www.infowars.com/u-s-drone-strike-kills-six-in-pakistan/,70.1455,32.9746,23.675,74.615
344,"Sunday, September 22, 2013",12:45,Shawal Town of North Waziristan,North Waziristan,FATA,0,0,6,7,0,0,6,7,2,3,N,Drone fired four missiles on a compound in Shawal Town 55km west of Miranshah,Allegedly a militant compound while identities of people killed could be determined as yet,http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/national/22-Sep-2013/us-drone-attack-kills-7-in-nwa- http://www.pakistantribune.com.pk/5175/drone-strike-kills-6-pakistan-make-u-s-safer.html- http://dawn.com/news/1044675/six-killed-in-us-drone-strike-in-north-waziristan,70.1455,32.9746,23.675,74.615
345,"Sunday, September 29, 2013",,Dargamandi area- seven km north of Miranshah,North Waziristan,FATA,0,0,3,6,0,0,3,6,3,3,N,Drone fired two missiles on a militant compound,,http://www.arabnews.com/news/466263 http://tribune.com.pk/story/611105/drone-strike-kills-2-in-north-waziristan-2/ http://www.arabnews.com/news/466263,70.1455,32.9746,23.565,74.417
346,"Sunday, October 27, 2013",1:00,Zafar Town area near Miramshah Bazar,North Waziristan,FATA,0,0,3,3,0,0,3,3,3,3,N,,,http://tribune.com.pk/story/625010/fresh-drone-strike-in-north-waziristan-kills-at-least-three-people/- http://www.dawn.com/news/1052945/us-drone-strike-in-north-waziristan-leaves-three-dead,70.1455,32.9746,14.82,58.676
347,"Tuesday, October 29, 2013",1:30,Dandey Darpakhel Area- five kilometres (three miles) north of Miranshah,North Waziristan,FATA,0,5,0,0,0,0,5,5,2,2,N,US considers this town to be a stronghold of Taliban and al Qaeda militants,Hakimullah Mehsud- chief of the Tehrik-i-Taliban Pakistan (TTP)- was killed in a US drone strike along with his two key commanders Abdullah Bahar Mehsud and Tariq Mehsud.,- http://tribune.com.pk/story/625762/another-drone-strike-kill-3-north-waziristan/- http://dawn.com/news/1053410/drone-kills-pakistani-taliban-chief-hakimullah-mehsud,70.1455,32.9746,14.375,57.875
348,"Thursday, November 21, 2013",,Tehsil Tal's main Tal bazaar,Hungu,KPK,0,0,2,2,4,4,6,8,6,8,N,Drone fired four missiles at a madrassa in Hangu,Tal police official Sher Zaman said six people were killed in the attack includes Kaleemullah- Abdul Rehman- Mufti Hamidullah Haqqani- Maulvi Ahmed Jan- Abdullah and Gul Marjan,http://tribune.com.pk/story/634776/drone-attack-in-hangu-kills-eight-injures-three/- http://www.dawn.com/news/1057599/drone-strike-in-kp-kills-six,71.06,33.53,15.42,59.756
349,"Thursday, November 28, 2013",,Chashma area of Miranshah,North Waziristan,FATA,0,3,0,0,0,0,3,3,8,8,N,Drone fired tow missiles,Strike comes on the eve of Pakistan Army’s change of command ceremony where Chief of Army Staff General Ashfaq Parvez Kayani will hand the baton to his successor General Raheel Sharif,http://tribune.com.pk/story/638579/unstoppable-drone-fires-two-missiles-in-miranshah/- http://www.nation.com.pk/national/29-Nov-2013/three-killed-in-us-drone-strike-in-nwa,70.1455,32.9746,10.095,50.171
350,"Saturday, December 14, 2013",,Mach Magai area of Loe Suleman,Khyber Agency,FATA,0,0,6,6,0,0,0,6,2,4,N,Drone fired on a boat in Kabul river near Pak-Afghan border,This is the first drone strike in Loe Suleman area of Khyber agency,http://www.nation.com.pk/national/14-Dec-2013/khyber-agency-six-killed-in-us-drone-strike-in-loe-shalman- http://tribune.com.pk/story/645473/four-injured-in-drone-attack-on-kabul-river/,71.1481,34.0983,16.715,62.087
351,"Wednesday, December 25, 2013",2:00,Qutub Khel village- 5km  east of miranshah,North Waziristan,FATA,0,0,3,4,0,0,3,4,0,1,N,,,http://www.dawn.com/news/1076332/us-drone-kills-four-suspected-militants-in-north-waziristan- http://www.nation.com.pk/islamabad/26-Dec-2013/four-killed-in-u-s-drone-strike-in-nw-pakistan,70.1455,32.9746,3.675,38.615
352,"Wednesday, June 11, 2014",2:30,Dargah Mandi village 10 kilometres (six miles) west of the main town of Miramshah ,North Waziristan,FATA,0,16,0,0,4,6,16,16,4,4,N,Two drones fire four-eight missiles on a compound and a pickup truck of Afghan Taliban,,http://www.dawn.com/news/1112050/us-drone-strike-in-north-waziristan-leaves-six-dead#comments- http://tribune.com.pk/story/720434/three-killed-in-drone-strike-in-north-waziristan-2/- http://www.dawn.com/news/1112253/key-afghan-taliban-commander-killed-in-drone-strike-sources,70.1455,32.9746,28.98,84.164
353,"Wednesday, June 18, 2014",5:30,Dargah Mandi village 10 kilometres (six miles) west of the main town of Miramshah ,North Waziristan,FATA,0,0,6,6,0,0,6,6,0,0,N,A drone reportedly fired four-six missiles in Dargah Mandi- Tor Khel area of Miramshah.,,http://tribune.com.pk/story/723555/fresh-drone-strike-in-miranshah-kills-four/- http://www.dawn.com/news/1113523/us-drone-attack-kills-six-suspected-militants-in-north-waziristan- http://www.defenddemocracy.org/media-hit/bill-roggio-us-drones-strike-in-north-waziristan-kill-6-militants/,70.1455,32.9746,28.845,83.921
354,"Thursday, July 10, 2014",5:00,Datta Khel is about 50 kilometers (30 miles) west of Miran Shah,North Waziristan,FATA,0,6,0,0,0,0,6,6,0,0,N,Drone fired two missiles targeting a compound and vehicle in Madakhel village of Dattakhel tehsil.,Foreign Office- Pakistan spokesperson Tasneem Aslam said there is no confirmation on the fresh drone attack. Media outlets have reported a drone strike.,http://www.dawn.com/news/1118320- http://www.thenewstribune.com/2014/07/10/3282274/officials-us-drone-strike-in-pakistan.html- http://worldtribunepakistan.com/2014/07/10/us-drone-kills-six-in-north-waziristan/,70.1455,32.9746,29.485,85.073
355,"Wednesday, July 16, 2014",,Datta Khel is about 50 kilometers (30 miles) west of Miran Shah,North Waziristan,FATA,0,20,0,0,0,0,18,20,0,5,N,Drone fired Four missiles- two on a house and two on a vehicle.,,http://www.dawn.com/news/1119584/at-least-18-suspected-militants-killed-in-north-waziristan-drone-attack- http://tribune.com.pk/story/736367/drone-- strike-in-north-waziristan-kills-15/,70.1455,32.9746,29.29,84.722
356,"Saturday, July 19, 2014",23:45,Datta Khel is about 50 kilometers (30 miles) west of Miran Shah,North Waziristan,FATA,0,15,0,0,5,5,8,15,0,0,N,Drone targeted a compound in Mada Khel suburb of Data Khel- a town that lies around 22 miles (36 kilometres) west of Miramshah,,http://www.dawn.com/news/1120275- http://www.nytimes.com/2014/07/20/world/asia/15-militants-are-reported-killed-in-us-drone-strike-in-pakistan.html- http://tribune.com.pk/story/737823/unending-campaign-drone-strike-kills-11-suspected-militants-in-north-waziristan/ ,70.1455,32.9746,27.875,82.175
357,"Wednesday, August 06, 2014",,Datta Khel is about 50 kilometers (30 miles) west of Miran Shah,North Waziristan,FATA,0,0,0,0,5,6,5,6,2,2,N,Foreign Militants reported killed in the drones strike that fire two missiles on a compound,,http://www.dawn.com/news/1123650- http://www.nytimes.com/2014/08/07/world/asia/us-drone-strike-kills-6-in-pakistani-tribal-area.html?_r=0- http://www.longwarjournal.org/archives/2014/08/us_drone_strike_kill_29.php,70.1455,32.9746,29.425,84.965
358,"Wednesday, September 24, 2014",4:45,Lorha Mandi area of Datta Khel tehsil- 65 kilometres west of Miramshah,North Waziristan,FATA,0,10,0,0,2,2,10,10,2,2,N,Two drones fired four missiles on a car parked outside a compound of suspected foreign militants,,http://tribune.com.pk/story/766929/unmanned-war-us-drone-strike-kills-10-militants-in-n-waziristan/- http://www.longwarjournal.org/archives/2014/09/us_drone_strike_in_n.php,70.1455,32.9746,27.12,80.816
359,"Sunday, September 28, 2014",12:00,Karikot Karezai Pal- Wana,South Waziristan,FATA,0,4,0,0,2,2,4,4,0,0,N,,,http://www.dailytimes.com.pk/national/29-Sep-2014/us-drone-kills-four-militants-in-s-waziristan- http://tribune.com.pk/story/768357/drone-strike-kills-two-militants-in-south-waziristan/- http://www.nytimes.com/2014/09/29/world/in-pakistans-tribal-north-us-drone-strike-kills-four.html,69.9,33.0333,25.42,77.756
360,"Sunday, October 05, 2014",17:50,Kand Ghar area of Shawal district,South Waziristan,FATA,0,5,0,0,1,1,5,5,2,2,N,Drone fired four missiles on a house and car in Shawal area of North Waziristan,,http://tribune.com.pk/story/771975/unmanned-war-us-drone-strike-kills-four-in-n-waziristan/- http://www.dawn.com/news/1136422/drone-strike-kills-five-in-south-waziristan- http://www.thenews.com.pk/article-161797-Drone-strike-in-NWA-kills-five--injures-three,69.9,33.0333,25.31,77.558
361,"Monday, October 06, 2014",17:45,Bari Mail area of Shawal district,South Waziristan,FATA,0,8,0,0,0,0,8,8,6,8,N,Intelligence sources say the drone targeted the residence of a Taliban commander- Habib or Habibullah. It is yet to be confirmed.,,http://www.dawn.com/news/1136589/drone-strike-kills-eight-wounds-six-in-south-waziristan- http://tribune.com.pk/story/772128/us-drone-strike-kills-6-in-north-waziristan/,69.9,33.0333,24.915,76.847
362,"Tuesday, October 07, 2014",,Kandghar area of Shawal,North Waziristan,FATA,0,7,0,0,0,0,6,7,5,11,N,Compound of a militant commander Mustaqeem was targeted in the strike- but the identity of the deceased militants is yet to be ascertained.,,http://dunyanews.tv/index.php/en/Pakistan/239887-North-Waziristan-19-killed-in-three-drone-strikes- http://www.dawn.com/news/1136601/,70.1455,32.9746,23.835,74.903
363,"Tuesday, October 07, 2014",12:30,Datta Khel area,North Waziristan,FATA,0,4,0,0,0,0,2,4,4,4,N,Missiles hit a gathering of militants on a mountain in the Datta Khel region,,http://tribune.com.pk/story/772140/drone-strike-in-north-waziristan-kills-6-injures-5/- http://www.thenewstribe.com/2014/10/07/second-drone-attack-in-just-few-hours/,70.1455,32.9746,23.835,74.903
364,"Tuesday, October 07, 2014",18:30,A house in the Datta Khel area ,North Waziristan,FATA,0,0,4,4,0,0,4,4,0,0,N,pilotless aircraft fired two missiles at a house located in Kandansar area of Datta Khel. The house was leveled to the ground. All four people inside the house died. ,,http://www.globalpost.com/dispatch/news/xinhua-news-agency/141007/1st-ld-4-killed-us-drone-strike-nw-pakistan- ,70.1455,32.9746,23.835,74.903
365,"Thursday, October 09, 2014",,Loman area of Dattakhel Tehsil,North Waziristan,FATA,0,0,3,3,0,0,3,3,2,2,N,,,http://www.dawn.com/news/1136816/us-drone-strike-kills-three-in-north-waziristan- http://www.reuters.com/article/2014/10/09/us-pakistan-drones-idUSKCN0HY0BP20141009,70.1455,32.9746,20.58,69.044
366,"Thursday, October 30, 2014",,Nargas- a village some 30 kilometres west of Wana- the main town in the South Waziristan agency ,South Waziristan,FATA,0,7,0,0,1,4,4,7,0,0,N,It is alleged that Abdullah Haqqani- a commander of Haqqani Network is killed in the drone strike. ,,http://www.geo.tv/article-164221-Haqqani-commander-among-dead-in-SWA-drone-strike- http://www.reuters.com/article/2014/10/30/us-pakistan-drones-idUSKBN0IJ0EK20141030- http://newsweekpakistan.com/four-killed-in-u-s-drone-strike/,69.9,33.0333,15.785,60.413
367,"Tuesday, November 11, 2014",,Doa Toi area of Datakhel tehsil in North Waziristan Agency,North Waziristan,FATA,0,6,0,0,0,0,4,6,0,2,N,,,http://www.dawn.com/news/1143781- http://www.aljazeera.com/news/asia/2014/11/us-drone-strike-hits-northern-pakistan-20141111155841221293.html- http://www.reuters.com/article/2014/11/11/us-pakistan-drones-idUSKCN0IV1II20141111,70.1455,32.9746,13.695,56.651
368,"Thursday, November 20, 2014",,Dattakhel,North Waziristan,FATA,,6,0,-6,,,,6,,3,Y,,,http://www.dawn.com/news/1145788/us-drone-strike-in-north-waziristan-kills-three,70.1455,32.9746,12.325,54.185
369,"Friday, November 21, 2014",,N/A,North Waziristan,FATA,,5,0,-5,,,,5,,,N,,,http://www.lse.co.uk/AllNews.asp?code=n5muq0fr&headline=US_Drones_Kill_9_Islamist_Militants_In_Pakistan_Strikes,70.1455,32.9746,12.64,54.752
370,"Wednesday, November 26, 2014",,Kundghar,North Waziristan,FATA,,4,0,-4,,,,4,,,N,,,http://www.dawn.com/news/1147013/drone-strike-in-north-waziristan-kills-six-suspected-militants,70.1455,32.9746,13.405,56.129
371,"Wednesday, December 03, 2014",,Dattakhel,North Waziristan,FATA,,3,0,3,,,6,9,,,N,,,http://www.dawn.com/news/1148767/airstrikes-in-north-waziristan-kill-18-suspected-militants,70.1455,32.9746,12.99,55.382
372,"Sunday, December 07, 2014",6:00,Kher Tangi,North Waziristan,FATA,,,0,0,,,,18,,,N,,,http://www.dawn.com/news/1149477/al-qaeda-leader-among-six-killed-in-drone-strike,70.1455,32.9746,11.16,52.088
373,"Saturday, December 20, 2014",,Dattakhel,North Waziristan,FATA,,,0,0,,,,6,,2,N,,,http://www.dawn.com/news/1152058/drone-strike-kills-four-suspected-militants-in-north-waziristan,70.1455,32.9746,9.53,49.154
374,"Friday, December 26, 2014",,Dattakhel,North Waziristan,FATA,,,0,0,,,,6,,,N,,,http://www.dawn.com/news/1153301,70.1455,32.9746,12.65,54.77
375,"Friday, December 26, 2014",,Shawal Valley,North Waziristan,FATA,,5,-4,-1,,,4,5,,,N,,,http://www.dawn.com/news/1153301,70.1455,32.9746,12.65,54.77
376,"Saturday, January 03, 2015",,Shawal valley ,North Waziristan,FATA,,,,,,,,2,,8,N,,,http://www.dawn.com/news/1155037/hafiz-gul-bahadur-group-targeted-in-n-waziristan-drone-strike,70.1455,32.9746,7.23,45.014
377,"Thursday, January 15, 2015",,Acha Dara area ,North Waziristan,FATA,,6,,,,,,6,,,,,,http://www.dawn.com/news/1157169/six-killed-in-north-waziristan-drone-strike,70.1455,32.9746,8.08,46.544
378,"Thursday, January 15, 2015",2:00,Wacha Dhara area- Spilgai- border of SWA and NWA,South Waziristan,FATA,,,,7,,,,7,,,,,,http://www.dawn.com/news/1157169/six-killed-in-north-waziristan-drone-strike,69.9,33.0333,7.975,46.355
379,"Monday, January 19, 2015",,Shawal Valley,North Waziristan,FATA,,,,,,7,,6,,4,,,,http://www.dawn.com/news/1158011/us-drone-attack-in-north-waziristan-kills-four,70.1455,32.9746,9.67,49.406
380,"Wednesday, January 28, 2015",,Shawal Valley,North Waziristan,FATA,,,7,,,,,7,,4,,,,http://www.dawn.com/news/1160165/seven-killed-in-drone-strike,70.1455,32.9746,4.665,40.397
381,"Tuesday, March 24, 2015",,Nazyan district of Afghanistan's Nangarhar province,Khyber Agency,FATA,,9,,,,,,9,,,N,US drone strike in Nazyan district of Afghanistan's Nangarhar province- near the Pak-Afghan border in Khyber Agency.,,http://www.dawn.com/news/1171563/nine-suspected-militants-killed-in-drone-strike-near-khyber-border,71.1481,34.0983,19.69,67.442
382,"Wednesday, March 18, 2015",,Shabak Kurram tribal agency-adjacent to North Waziristan,North Waziristan,FATA,,3,,,,,2,3,,,N,,,http://www.dawn.com/news/1170624/drone-strike-near-pak-afghan-border-takes-out-hakimullahs-aide,70.1455,32.9746,12.6,54.68
383,"Sunday, April 12, 2015",,Shawwal ,North Waziristan,FATA,4,,,,,,,4,,,N,US drone strike at House in Shawwal North Wasiristan FATA,,http://www.express.pk/story/346692/,70.1455,32.9746,18.15,64.67
384,"Saturday, May 16, 2015",,Warokey Mandi area Shawal district,North Waziristan,FATA,,,,,1,,5,6,,2,N,A US drone strike in the Shawal Valley of North Waziristan Agency on May 16 killed six suspected militants and injured several others- causing security concerns in the area at a time when operation Zarb-e -Azb is being carried out successfully with the aim to eradicate terrorism from the country.,,http://www.dawn.com/news/1182371/drone-strike-in-north-waziristan-kills-five-militants,70.1455,32.9746,25.75,78.35
385,"Monday, May 18, 2015",,Zoey Narey Shawal Valley ,North Waziristan,FATA,,,,,,,,6,,2,N,,,http://www.dawn.com/news/1182734/us-drone-strike-in-north-waziristan-leaves-six-militants-dead,70.1455,32.9746,25.165,77.297
386,"Monday, May 18, 2015",,Datta Khel ,North Waziristan,FATA,,,,,,,,6,,,N,,,http://www.pakistanherald.com/news/5939/19-may-2015/us-drone-kills-six-militants-in-north-waziristan,70.1455,32.9746,25.165,77.297
387,"Thursday, May 21, 2015",, Datta Khel- Shawal Valley ,North Waziristan,FATA,,,,,,,15,16,,,N,Air strikes killed at least 15 suspected militants in Shawal Valley on Thursday- intelligence officials said- a week after security forces moved in on Taliban strongholds there.,,http://tribune.com.pk/story/890103/air-strikes-kill-15-militants-in-shawal-valley/,70.1455,32.9746,26.98,80.564
388,"Monday, June 01, 2015",,Shawal area,North Waziristan,FATA,,,,,,,,4,,,N,,,http://www.geo.tv/article-186698-Drone-strike-kills-at-least-4-in-North-Waziristan-,70.1455,32.9746,25.495,77.891
389,"Saturday, June 06, 2015",,Shawal Valley,North Waziristan,FATA,,9,,,,,8,9,,,N,,,http://www.presstv.ir/Detail/2015/06/06/414623/Pakistan-US-drone-Waziristan,70.1455,32.9746,26.965,80.537
